,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
226,15165,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,16.0
227,27773,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,200.0
228,15266,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,1,28.0
229,26289,city_89,0.925,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,2,12.0
230,32553,city_57,0.866,Male,No relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,never,26.0
231,33062,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,174.0
232,8818,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,STEM,7,100-500,Pvt Ltd,1,39.0
233,15380,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,4,71.0
234,30120,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,never,114.0
235,24317,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,12.0
236,412,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,2,56.0
237,30607,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,46.0
238,8513,city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,1,24.0
239,8596,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,High School,STEM,4,100-500,Pvt Ltd,2,152.0
240,14539,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,1,20.0
241,20456,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,never,202.0
242,15221,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,never,10.0
243,28968,city_150,0.698,Male,Has relevent experience,Part time course,High School,STEM,2,50-99,NGO,2,78.0
244,21648,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,never,60.0
245,3210,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Oct-49,Pvt Ltd,3,20.0
246,22118,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,82.0
247,5605,city_76,0.698,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,3,194.0
248,30930,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,never,248.0
249,28718,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,68.0
250,8141,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36.0
251,3486,city_165,0.903,Male,Has relevent experience,no_enrollment,Phd,STEM,14,100-500,Pvt Ltd,>4,61.0
252,8805,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,2,66.0
253,6602,city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,6,Oct-49,Pvt Ltd,1,119.0
254,14916,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Oct-49,Funded Startup,1,78.0
255,21636,city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,47.0
256,9047,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,174.0
257,6694,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,19,Oct-49,Pvt Ltd,>4,85.0
258,17793,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,86.0
259,32857,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,7,10000+,Pvt Ltd,1,20.0
260,26325,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,38.0
261,20907,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,2,212.0
262,12617,city_90,0.698,Male,Has relevent experience,no_enrollment,High School,STEM,11,<10,Pvt Ltd,2,77.0
263,24295,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,2,85.0
264,32409,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,NGO,1,57.0
265,16713,city_103,0.82391,Male,Has relevent experience,no_enrollment,Graduate,Arts,13,50-99,Pvt Ltd,>4,51.0
266,4863,city_107,0.518,Male,No relevent experience,Full time course,High School,STEM,2,10000+,Pvt Ltd,never,28.0
267,13274,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,High School,STEM,3,10000+,Pvt Ltd,never,14.0
268,12462,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,5.0
269,8524,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Funded Startup,1,51.0
270,21728,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,32.0
271,20577,city_21,0.624,Female,No relevent experience,Full time course,High School,STEM,2,10000+,Pvt Ltd,never,40.0
272,3407,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,1,4.0
273,27184,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,54.0
274,28845,city_39,0.898,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Public Sector,1,50.0
275,2851,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,4,18.0
276,485,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,200.0
277,7207,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,107.0
278,9005,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,>4,200.0
279,4532,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,STEM,3,100-500,Funded Startup,1,5.0
280,23235,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Public Sector,>4,21.0
281,5403,city_67,0.855,Male,No relevent experience,no_enrollment,High School,STEM,6,10000+,Pvt Ltd,never,138.0
282,8232,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,17,50-99,Pvt Ltd,3,103.0
283,40,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,never,109.0
284,8991,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,66.0
285,28620,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,26.0
286,16355,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,72.0
287,18340,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Public Sector,1,182.0
288,5138,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,never,40.0
289,12391,city_99,0.915,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,1,23.0
290,15550,city_16,0.91,Male,Has relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,1,19.0
291,27155,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,STEM,>20,10000+,Pvt Ltd,never,150.0
292,19883,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,30.0
293,25140,city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,2,25.0
294,27463,city_10,0.895,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,62.0
295,23894,city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,never,89.0
296,18285,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,3,26.0
297,25415,city_102,0.804,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,24.0
298,9894,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,1,23.0
299,15242,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,15.0
300,8485,city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,2,31.0
301,11982,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,never,27.0
302,28370,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,112.0
303,17047,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,84.0
304,24941,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,56.0
305,28936,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,1,52.0
306,9562,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,167.0
307,30061,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Oct-49,Funded Startup,1,67.0
308,2718,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,45.0
309,24681,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,200.0
310,16210,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Funded Startup,1,106.0
311,1517,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,92.0
312,29475,city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,8,500-999,NGO,1,4.0
313,32233,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,never,81.0
314,26601,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,1,23.0
315,22457,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,15.0
316,30759,city_74,0.579,Male,No relevent experience,no_enrollment,Graduate,Other,2,Oct-49,NGO,1,163.0
317,27417,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,100.0
318,18983,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,27.0
319,32085,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,2,11.0
320,13197,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,108.0
321,14026,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,39.0
322,19719,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,77.0
323,30046,city_114,0.9259999999999999,Male,Has relevent experience,Full time course,Masters,STEM,5,1000-4999,Public Sector,1,90.0
324,10446,city_11,0.55,Male,No relevent experience,Full time course,High School,STEM,1,10000+,Pvt Ltd,1,48.0
325,30892,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,10.0
326,31017,city_149,0.6890000000000001,Female,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,41.0
327,23803,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,30.0
328,6831,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,38.0
329,20380,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,10000+,Pvt Ltd,1,28.0
330,15629,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,21.0
331,17342,city_114,0.9259999999999999,Female,No relevent experience,Part time course,High School,STEM,16,1000-4999,Pvt Ltd,2,6.0
332,22359,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,176.0
333,27610,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,31.0
334,26769,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,never,94.0
335,3979,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,18.0
336,25171,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Early Stage Startup,1,45.0
337,23379,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,>4,129.0
338,18138,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,28.0
339,31687,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,STEM,<1,Oct-49,Funded Startup,1,105.0
340,23739,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,58.0
341,8392,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,Oct-49,Early Stage Startup,1,4.0
342,6427,city_75,0.9390000000000001,Male,Has relevent experience,Part time course,Phd,Arts,>20,10000+,Pvt Ltd,>4,51.0
343,27813,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,16,5000-9999,Public Sector,>4,258.0
344,20687,city_104,0.924,Male,No relevent experience,Full time course,High School,STEM,5,100-500,Pvt Ltd,1,30.0
345,22527,city_33,0.44799999999999995,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,100.0
346,33343,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1,52.0
347,818,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,10.0
348,31669,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,<1,10000+,Pvt Ltd,never,113.0
349,10952,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1,71.0
350,16331,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,56.0
351,32029,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Public Sector,3,110.0
352,21152,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,1000-4999,Pvt Ltd,3,18.0
353,23488,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,4.0
354,11945,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,4,10000+,Pvt Ltd,never,65.0
355,1670,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,1,11.0
356,16104,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,<1,10000+,Pvt Ltd,never,44.0
357,4158,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,4,5000-9999,Public Sector,2,12.0
358,29781,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Funded Startup,3,83.0
359,6720,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,Oct-49,Pvt Ltd,1,68.0
360,14369,city_79,0.698,Male,Has relevent experience,Full time course,Masters,STEM,11,10000+,Pvt Ltd,1,220.0
361,20235,city_91,0.691,Male,Has relevent experience,no_enrollment,High School,STEM,17,50-99,Funded Startup,1,9.0
362,3617,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,66.0
363,30756,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,never,43.0
364,22625,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,2,79.0
365,22057,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,69.0
366,20635,city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,1,10000+,Pvt Ltd,1,80.0
367,1588,city_160,0.92,Male,No relevent experience,Full time course,High School,STEM,1,500-999,Pvt Ltd,1,53.0
368,234,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,151.0
369,18752,city_33,0.44799999999999995,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,40.0
370,18128,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,112.0
371,18260,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,6.0
372,19332,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,3,12.0
373,9564,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,3,72.0
374,5685,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,53.0
375,18063,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,73.0
376,27124,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,4.0
377,3395,city_53,0.74,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,1,127.0
378,22310,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,85.0
379,15977,city_175,0.7759999999999999,Male,No relevent experience,Full time course,High School,STEM,2,<10,Pvt Ltd,1,27.0
380,4917,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Public Sector,>4,128.0
381,19102,city_9,0.743,Male,Has relevent experience,Full time course,Graduate,STEM,19,Oct-49,Funded Startup,2,128.0
382,23275,city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,5,10000+,Pvt Ltd,1,7.0
383,13157,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,1,40.0
384,13269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,1000-4999,NGO,1,170.0
385,29977,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,1,72.0
386,20571,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,39.0
387,23883,city_128,0.527,Male,Has relevent experience,Part time course,Masters,STEM,16,5000-9999,Public Sector,>4,70.0
388,33033,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,1,12.0
389,10579,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,118.0
390,5258,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,25.0
391,853,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,2,11.0
392,27245,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,36.0
393,30670,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,43.0
394,22497,city_26,0.698,Other,Has relevent experience,Part time course,High School,STEM,5,100-500,Pvt Ltd,1,41.0
395,3218,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,33.0
396,464,city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,STEM,20,10000+,Pvt Ltd,never,76.0
397,15770,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,STEM,>20,Oct-49,Funded Startup,>4,58.0
398,18264,city_114,0.9259999999999999,Female,Has relevent experience,no_enrollment,Primary School,STEM,>20,Oct-49,Pvt Ltd,>4,54.0
399,32066,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,78.0
400,11386,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,66.0
401,17502,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,107.0
402,32273,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,8,50-99,Pvt Ltd,1,35.0
403,27543,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,1,53.0
404,16317,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,18.0
405,2852,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,30.0
406,5056,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,>20,10000+,Public Sector,2,106.0
407,17504,city_160,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,never,3.0
408,24585,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,55.0
409,11734,city_134,0.698,Male,No relevent experience,no_enrollment,Primary School,STEM,6,10000+,Pvt Ltd,never,196.0
410,16675,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,40.0
411,23344,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,324.0
412,21786,city_57,0.866,Male,No relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,>4,14.0
413,31079,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,never,8.0
414,33251,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,76.0
415,7805,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,47.0
416,8911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,9.0
417,7315,city_26,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,2,37.0
418,28132,city_77,0.83,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,53.0
419,8367,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,110.0
420,27909,city_104,0.924,Male,No relevent experience,Full time course,High School,STEM,10,Oct-49,Funded Startup,3,54.0
421,32320,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Oct-49,Public Sector,1,182.0
422,15441,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,146.0
423,25999,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,40.0
424,20169,city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,never,24.0
425,11682,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,3,10000+,Pvt Ltd,1,42.0
426,26581,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,18.0
427,14832,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Public Sector,1,20.0
428,18023,city_70,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,1,48.0
429,18963,city_16,0.91,Male,Has relevent experience,Part time course,High School,STEM,4,Oct-49,Pvt Ltd,1,116.0
430,9105,city_123,0.738,Female,Has relevent experience,Part time course,Graduate,Other,4,50-99,Pvt Ltd,2,42.0
431,18344,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,never,45.0
432,576,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,22.0
433,2656,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Masters,STEM,8,100-500,Public Sector,1,50.0
434,16881,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,25.0
435,30245,city_11,0.55,Male,No relevent experience,Full time course,High School,STEM,4,10000+,Pvt Ltd,never,76.0
436,9630,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,43.0
437,3580,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,70.0
438,14773,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,8,10000+,Pvt Ltd,2,12.0
439,31238,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,2.0
440,1633,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,111.0
441,1995,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,70.0
442,30587,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,3,50-99,Pvt Ltd,1,71.0
443,32369,city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,83.0
444,3722,city_21,0.624,Male,No relevent experience,Part time course,High School,STEM,2,10000+,Pvt Ltd,never,12.0
445,10721,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Phd,Humanities,10,500-999,Public Sector,>4,232.0
446,407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,30.0
447,31098,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,1.0
448,4053,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,13.0
449,13782,city_175,0.7759999999999999,Male,No relevent experience,Part time course,Graduate,STEM,6,100-500,Pvt Ltd,1,29.0
450,20767,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,42.0
451,20113,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,28.0
452,4674,city_176,0.764,Female,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,14.0
453,2444,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,88.0
454,19966,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,22.0
455,26367,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,1,79.0
